WKT,PFI,UFI,FTYPE_CODE,NFEAT_ID,EZI_RDNAME,EZIRDNMLBL,ROAD_NAME,ROAD_TYPE,RD_SUF,RD_NAME1,RD_TYPE1,RD_SUF1,RD_NAME2,RD_TYPE2,RD_SUF2,RD_NAME3,RD_TYPE3,RD_SUF3,RD_NAME4,RD_TYPE4,RD_SUF4,RD_NAME5,RD_TYPE5,RD_SUF5,RD_NAME6,RD_TYPE6,RD_SUF6,RD_NAME7,RD_TYPE7,RD_SUF7,LEFT_LOC,RIGHT_LOC,CLASS_CODE,DIR_CODE,ROUTE_NO,STRUCTNAME,HT_LIMIT,RESTRICTN,PHYS_COND,CONST_TYPE,ROAD_SEAL,DIV_RD,NRE_ROUTE,FROM_UFI,TO_UFI,FQID,CRDATE_PFI,SUPER_PFI,CRDATE_UFI
"LINESTRING (144.96071716200004 -37.810896886999956,144.96075730100006 -37.810910477999983,144.961113899 -37.810812177,144.96094194500006 -37.810438735999981)",5674036,1385087,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310582,2310361,281,2000/12/17,0,2000/12/17
"LINESTRING (144.97087044800003 -37.810879543999988,144.97067857600007 -37.810936134999963)",5674044,1385095,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2310577,2310595,108,2000/12/17,0,2000/12/17
"LINESTRING (144.96817786899999 -37.810948129999986,144.96831286100007 -37.810909593999952)",5674053,1385104,road,0,CORRS LANE,Corrs Lane,CORRS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310601,2310585,281,2000/12/17,0,2000/12/17
"LINESTRING (144.96394604400007 -37.812906682,144.96351790000006 -37.813031828999954)",5675203,1386266,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311565,2311632,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.97144529100001 -37.812933973999975,144.97101393399998 -37.813058119)",5675211,1386274,road,0,LITTLE COLLINS STREET,Little Collins St,LITTLE COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311580,2311640,108,2000/12/17,0,2000/12/17
"LINESTRING (144.95572307600003 -37.813064524999959,144.95604467200008 -37.812973686999953)",5675214,1386278,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311643,2311602,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.95560402199999 -37.813098151999952,144.95572307600003 -37.813064524999959)",5675229,1386293,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311658,2311643,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.96351790000006 -37.813031828999954,144.96311107500003 -37.81315072699999)",5675255,1386319,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311632,2311683,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.97357738300002 -37.815049443999953,144.97338028800004 -37.815107100999967)",5676404,1387479,road,0,SPARK LANE,Spark Lane,SPARK,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312645,2312668,257,2000/12/17,0,2000/12/17
"LINESTRING (144.95675422700003 -37.814982482,144.95629669599998 -37.815114817999984)",5676410,1387485,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312623,2312673,110,2000/12/17,0,2000/12/17
"LINESTRING (144.95582403600008 -37.814140496999983,144.956238171 -37.815037606999965,144.95629669599998 -37.815114817999984)",5676411,1387486,road,0,CROMBIE LANE,Crombie Lane,CROMBIE,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312164,2312673,260,2000/12/17,0,2000/12/17
"LINESTRING (144.96916483100006 -37.81512541799998,144.96957110000005 -37.81500635499998)",5676415,1387490,road,0,BEANEY LANE,Beaney Lane,BEANEY,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312676,2312629,260,2000/12/17,0,2000/12/17
"LINESTRING (144.96900215599999 -37.814770426,144.96916483100006 -37.81512541799998)",5676416,1387491,road,0,RUSSELL STREET,Russell St,RUSSELL,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2312495,2312676,1351,2000/12/17,0,2000/12/17
"LINESTRING (144.95234093099998 -37.815136674999962,144.95189117500001 -37.814158212)",5676420,1387495,road,0,SPENCER STREET,Spencer St,SPENCER,STREET,,,,,,,,,,,,,,,,,,,,,,,DOCKLANDS,MELBOURNE,2,B,,,0.0,,,,1,ND,,2312682,2312176,2431,2000/12/17,0,2000/12/17
"LINESTRING (144.95847731000003 -37.81499729899997,144.95798437300004 -37.815143747999969,144.95796638000002 -37.81514909399999)",5676426,1387501,road,0,GRICE ALLEY,Grice Ally,GRICE,ALLEY,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312626,2312686,260,2000/12/17,0,2000/12/17
"LINESTRING (144.95776302900003 -37.814695014999984,144.95796638000002 -37.81514909399999)",5676427,1387502,road,0,WILLIAM STREET,William St,WILLIAM,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,2312446,2312686,1272,2000/12/17,0,2000/12/17
"LINESTRING (144.971924296 -37.815021668999975,144.97181709400002 -37.81505141299999,144.971448571 -37.815162907)",5676431,1387506,road,0,FLINDERS LANE,Flinders Lane,FLINDERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312634,2312691,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.97099640700003 -37.814811811999959,144.97125204400004 -37.814738514,144.971448571 -37.815162907)",5676432,1387507,road,0,CHESTER LANE,Chester Lane,CHESTER,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312509,2312691,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97338028800004 -37.815107100999967,144.97307369700002 -37.815195231999951)",5676451,1387526,road,0,SPARK LANE,Spark Lane,SPARK,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312668,2312707,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96579491500006 -37.807810557999971,144.96630384900004 -37.80888166599999)",5672939,1383985,road,0,RUSSELL STREET,Russell St,RUSSELL,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2309160,2309646,1328,2000/12/17,0,2000/12/17
"LINESTRING (144.94734690200005 -37.810268142999973,144.94560430900003 -37.811114374)",5674153,1385205,road,0,ROSSLYN STREET,Rosslyn St,ROSSLYN,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2310292,2310689,257,2000/12/17,0,2000/12/17
"LINESTRING (144.94560430900003 -37.811114374,144.94519733599998 -37.810599551999985)",5674154,1385206,road,0,RAILWAY PLACE,Railway Pl,RAILWAY,PLACE,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,F,,,0.0,,,,1,U,,2310689,2310439,345,2000/12/17,0,2000/12/17
"LINESTRING (144.95679456100004 -37.811124168999982,144.95733877100008 -37.810961534)",5674157,1385209,road,0,SINGERS LANE,Singers Lane,SINGERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310691,2310612,257,2000/12/17,0,2000/12/17
"LINESTRING (144.95662164 -37.810751963999962,144.95679456100004 -37.811124168999982)",5674158,1385210,road,0,SINGERS LANE,Singers Lane,SINGERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310519,2310691,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97228663400006 -37.811178193999979,144.97288259000004 -37.811006615999986)",5674176,1385228,road,0,TURNBULL ALLEY,Turnbull Ally,TURNBULL,ALLEY,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310709,2310631,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96785273800003 -37.811073327999964,144.96737229500002 -37.811213529999975)",5674192,1385244,road,0,BELMAN PLACE,Belman Pl,BELMAN,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310663,2310723,266,2000/12/17,0,2000/12/17
"LINESTRING (144.96720202400002 -37.810841926999956,144.96737229500002 -37.811213529999975)",5674193,1385245,road,0,RUSSELL STREET,Russell St,RUSSELL,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2310558,2310723,1330,2000/12/17,0,2000/12/17
"LINESTRING (144.96071716200004 -37.810896886999956,144.96068057500008 -37.810886575999973,144.95965532500009 -37.811190082,144.95966704300008 -37.811215782999966)",5674194,1385246,road,0,FLANIGAN LANE,Flanigan Lane,FLANIGAN,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310582,2310724,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97157260400002 -37.810672481999973,144.97183089500004 -37.811238833,144.972031184 -37.811180972999978)",5674204,1385256,road,0,HARWOOD PLACE,Harwood Pl,HARWOOD,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310470,2310710,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96707746300001 -37.813107903,144.96690029199999 -37.81315978799995)",5675259,1386323,road,0,BOURKE STREET,Bourke St,BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311659,2311685,260,2000/12/17,0,2000/12/17
"LINESTRING (144.95539594700006 -37.813156927999955,144.95560402199999 -37.813098151999952)",5675262,1386326,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311687,2311658,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.954946436 -37.81217748499995,144.95494732100008 -37.812179421999986,144.95539594700006 -37.813156927999955)",5675263,1386327,road,0,PARK STREET,Park St,PARK,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311211,2311687,3610,2000/12/17,0,2000/12/17
"LINESTRING (144.951279279 -37.812836560999983,144.95141417700006 -37.813121766,144.95143548800002 -37.81316682399995)",5675274,1386338,road,0,SPENCER STREET,Spencer St,SPENCER,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,2,B,,,0.0,,,,1,DS,,2311535,2311694,1272,2000/12/17,0,2000/12/17
"LINESTRING (144.95498571500002 -37.813272796999968,144.95539594700006 -37.813156927999955)",5675327,1386391,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311740,2311687,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.95428088200003 -37.812365048,144.95444271600002 -37.812709463999965,144.954689648 -37.812642306999976,144.95498571500002 -37.813272796999968)",5675328,1386392,road,0,EAGLE ALLEY,Eagle Ally,EAGLE,ALLEY,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311291,2311740,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96402934500009 -37.815106555,144.963938848 -37.81513271099999,144.96361136799999 -37.815227343)",5676469,1387544,road,0,LITTLE COLLINS STREET,Little Collins St,LITTLE COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312669,2312723,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.96338735000006 -37.81474187699996,144.96352397300006 -37.815037961999963,144.96361136799999 -37.815227343)",5676470,1387545,road,0,ELIZABETH STREET,Elizabeth St,ELIZABETH,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,U,,2312474,2312723,1330,2000/12/17,0,2000/12/17
"LINESTRING (144.97135892800009 -37.815190032999965,144.97122805200001 -37.815229626999951)",5676471,1387546,road,0,FLINDERS LANE,Flinders Lane,FLINDERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312704,2312724,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.95918555600008 -37.814287748999959,144.95963150700004 -37.815253912,144.95963796199999 -37.81526788799999)",5676490,1387566,road,0,LITTLE QUEEN STREET,Little Queen St,LITTLE QUEEN,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312241,2312740,260,2000/12/17,0,2000/12/17
"LINESTRING (144.96544652600005 -37.815281585999969,144.96553555700007 -37.815256825)",5676497,1387573,road,0,HOWEY PLACE,Howey Pl,HOWEY,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312747,2312736,260,2000/12/17,0,2000/12/17
"LINESTRING (144.95589054300001 -37.815230591999978,144.95566274300006 -37.815295533999972)",5676507,1387584,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312730,2312756,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.95523769600004 -37.814308199999971,144.95547218700005 -37.814814101999957,144.95545740400007 -37.814846262,144.95566274300006 -37.815295533999972)",5676508,1387585,road,0,BROWN ALLEY,Brown Ally,BROWN,ALLEY,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312254,2312756,260,2000/12/17,0,2000/12/17
"LINESTRING (144.96916483100006 -37.81512541799998,144.96924852900008 -37.815308063999964)",5676513,1387590,road,0,RUSSELL STREET,Russell St,RUSSELL,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2312676,2312761,1330,2000/12/17,0,2000/12/17
"LINESTRING (144.96528579200003 -37.815313353999954,144.96520721000002 -37.815336278999951,144.965017042 -37.814916247999975,144.96496516500008 -37.814836098)",5676529,1387606,road,0,CARSON PLACE,Carson Pl,CARSON,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312765,2312525,260,2000/12/17,0,2000/12/17
"LINESTRING (144.96356771500007 -37.80904798499995,144.96333126000002 -37.808534717999976)",5673009,1384055,road,0,SWANSTON STREET,Swanston St,SWANSTON,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,2309711,2309487,1487,2000/12/17,0,2000/12/17
"LINESTRING (144.94613747699998 -37.809046363999983,144.94789614000001 -37.807726309999964)",5673012,1384058,road,0,RODEN STREET,Roden St,RODEN,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,DS,,2309715,2309124,257,2000/12/17,0,2000/12/17
"LINESTRING (144.969196076 -37.809135572,144.970234162 -37.808829229999958)",5673058,1384104,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2309757,2309619,110,2000/12/17,0,2000/12/17
"LINESTRING (144.94407047300001 -37.809173235,144.94452742200008 -37.808791988)",5673082,1384128,road,0,MADDEN LANE,Madden Lane,MADDEN,LANE,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2309777,2309608,1163,2000/12/17,0,2000/12/17
"LINESTRING (144.95966704300008 -37.811215782999966,144.95949882399998 -37.811261595999952,144.95933833700008 -37.810908213)",5674217,1385269,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310724,2310587,1163,2000/12/17,0,2000/12/17
"LINESTRING (144.96180866500004 -37.81129897,144.962858385 -37.81098985,144.96365912 -37.810754030999988)",5674236,1385288,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2310765,2310518,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.94942396200008 -37.81132532099997,144.95043214700001 -37.811045385)",5674252,1385304,road,0,BATMAN STREET,Batman St,BATMAN,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2310780,2310653,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96974352699999 -37.811211872,144.96931718600001 -37.811336516999972)",5674256,1385308,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2310722,2310784,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.96931718600001 -37.811336516999972,144.96903108200001 -37.81070263099997)",5674257,1385309,road,0,COHEN PLACE,Cohen Pl,COHEN,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310784,2310486,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96416228200007 -37.811353395999959,144.96406356500006 -37.811145378999981)",5674261,1385314,road,0,DREWERY LANE,Drewery Lane,DREWERY,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310795,2310700,260,2000/12/17,0,2000/12/17
"LINESTRING (144.97288259000004 -37.811006615999986,144.97295087100008 -37.811153981999951,144.97300442200003 -37.811269557,144.97304617200007 -37.811359666999977)",5674262,1385315,road,0,SPRING STREET,Spring St,SPRING,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,2310631,2310797,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.95966704300008 -37.811215782999966,144.95974174100002 -37.81137959199998)",5674272,1385325,road,0,FLANIGAN LANE,Flanigan Lane,FLANIGAN,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2310724,2310805,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97362356300005 -37.812605749999989,144.97388800800002 -37.813176451,144.97395249200008 -37.813315615999954)",5675355,1386419,road,0,SPRING STREET,Spring St,SPRING,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,2311419,2311759,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.96015491200001 -37.81289350899999,144.96034919300007 -37.813313071999971)",5675356,1386420,road,0,CROWN PLACE,Crown Pl,CROWN,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311557,2311760,257,2000/12/17,0,2000/12/17
"LINESTRING (144.95631800400008 -37.81289417399995,144.95637255500003 -37.812928215999989,144.95653913199999 -37.813299084999983,144.95645525300006 -37.81332931899999)",5675367,1386431,road,0,WICKLOW LANE,Wicklow Lane,WICKLOW,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311558,2311770,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97144529100001 -37.812933973999975,144.97165553700006 -37.813379705999978)",5675386,1386450,road,0,MCGRATHS LANE,Mcgraths Lane,MCGRATHS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311580,2311790,257,2000/12/17,0,2000/12/17
"LINESTRING (144.96270815600008 -37.813268499,144.96233416699999 -37.813377808999974)",5675387,1386451,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2311735,2311791,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.96023703900005 -37.813986688999989,144.96068374499998 -37.81496491199999)",5676339,1387412,road,0,QUEEN STREET,Queen St,QUEEN,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2312089,2312614,1330,2000/12/17,0,2000/12/17
"LINESTRING (144.96474225700001 -37.814900516999955,144.964486556 -37.814973927999972)",5676346,1387419,road,0,LITTLE COLLINS STREET,Little Collins St,LITTLE COLLINS,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312572,2312619,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.964486556 -37.814973927999972,144.964502853 -37.814926765,144.96407700200007 -37.813981772999966)",5676347,1387420,road,0,THE CAUSEWAY,The Causeway,THE CAUSEWAY,,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312619,2312082,260,2000/12/17,0,2000/12/17
"LINESTRING (144.95718310699999 -37.814861044999986,144.95675422700003 -37.814982482)",5676349,1387422,road,0,LITTLE BOURKE STREET,Little Bourke St,LITTLE BOURKE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312540,2312623,1217,2000/12/17,0,2000/12/17
"LINESTRING (144.97465630800002 -37.81483445399999,144.97406310300005 -37.814991110999983,144.97386258900008 -37.814560153,144.97382711600005 -37.814474558999962)",5676351,1387424,road,0,THROSSELL LANE,Throssell Lane,THROSSELL,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312523,2312333,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97382711600005 -37.814474558999962,144.97203200900003 -37.814993123999955,144.971924296 -37.815021668999975)",5676361,1387435,road,0,FLINDERS LANE,Flinders Lane,FLINDERS,LANE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2312333,2312634,1215,2000/12/17,0,2000/12/17
"LINESTRING (144.96530291500005 -37.815075321999984,144.96574111799998 -37.814950974999988,144.96571142700009 -37.814882571)",5676388,1387463,road,0,PRESGRAVE PLACE,Presgrave Pl,PRESGRAVE,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312655,2312560,1163,2000/12/17,0,2000/12/17
"LINESTRING (144.96516960300005 -37.814777015,144.96530291500005 -37.815075321999984)",5676389,1387464,road,0,HOWEY PLACE,Howey Pl,HOWEY,PLACE,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2312501,2312655,260,2000/12/17,0,2000/12/17
"LINESTRING (144.94407047300001 -37.809173235,144.94336554900008 -37.808279493999976)",5673083,1384129,road,0,RAILWAY PLACE,Railway Pl,RAILWAY,PLACE,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,F,,,0.0,,,,1,U,,2309777,2309371,345,2000/12/17,0,2000/12/17
"LINESTRING (144.96882981800002 -37.809243111,144.969196076 -37.809135572)",5673114,1384161,road,0,LITTLE LONSDALE STREET,Little Lonsdale St,LITTLE LONSDALE,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,F,,,0.0,,,,1,U,,2309802,2309757,110,2000/12/17,0,2000/12/17
"LINESTRING (144.97305870100001 -37.808710405999989,144.972970917 -37.80924476399997)",5673117,1384164,road,0,NICHOLSON STREET,Nicholson St,NICHOLSON,STREET,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,3,B,,,0.0,,,,1,U,,2309571,2309804,1269,2000/12/17,0,2000/12/17
"LINESTRING (144.95410611600005 -37.808726313999955,144.95247504000008 -37.809216051999954,144.952365106 -37.809238641999968)",5673118,1384165,road,0,DUDLEY STREET,Dudley St,DUDLEY,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,2,B,,,0.0,,,,1,ND,,2309587,2309805,1330,2000/12/17,0,2000/12/17
"LINESTRING (144.95198573700009 -37.808618751999973,144.95203912900001 -37.808699898999976,144.952365106 -37.809238641999968)",5673119,1384166,road,0,KING STREET,King St,KING,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,2,B,,,0.0,,,,1,DS,,2309525,2309805,1272,2000/12/17,0,2000/12/17
"LINESTRING (144.96253308100006 -37.808766695999964,144.96086655099998 -37.80924958099996)",5673127,1384174,road,0,ABECKETT STREET,Abeckett St,ABECKETT,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2309598,2309812,281,2000/12/17,0,2000/12/17
"LINESTRING (144.96037554200007 -37.80818234899999,144.96086655099998 -37.80924958099996)",5673128,1384175,road,0,ELIZABETH STREET,Elizabeth St,ELIZABETH,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,U,,2309320,2309812,1272,2000/12/17,0,2000/12/17
"LINESTRING (144.94939028700003 -37.809276851999982,144.95108361699999 -37.808455322999976)",5673143,1384190,road,0,ROSSLYN STREET,Rosslyn St,ROSSLYN,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,5,B,,,0.0,,,,1,U,,2309826,2309445,260,2000/12/17,0,2000/12/17
"LINESTRING (144.94939028700003 -37.809276851999982,144.94903451599998 -37.808861842)",5673144,1384191,road,0,SPENCER STREET,Spencer St,SPENCER,STREET,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,2,B,,,0.0,,,,1,DS,,2309826,2309633,1272,2000/12/17,0,2000/12/17
