WKT,PFI,UFI,FTYPE_CODE,NFEAT_ID,EZI_RDNAME,EZIRDNMLBL,ROAD_NAME,ROAD_TYPE,RD_SUF,RD_NAME1,RD_TYPE1,RD_SUF1,RD_NAME2,RD_TYPE2,RD_SUF2,RD_NAME3,RD_TYPE3,RD_SUF3,RD_NAME4,RD_TYPE4,RD_SUF4,RD_NAME5,RD_TYPE5,RD_SUF5,RD_NAME6,RD_TYPE6,RD_SUF6,RD_NAME7,RD_TYPE7,RD_SUF7,LEFT_LOC,RIGHT_LOC,CLASS_CODE,DIR_CODE,ROUTE_NO,STRUCTNAME,HT_LIMIT,RESTRICTN,PHYS_COND,CONST_TYPE,ROAD_SEAL,DIV_RD,NRE_ROUTE,FROM_UFI,TO_UFI,FQID,CRDATE_PFI,SUPER_PFI,CRDATE_UFI
"LINESTRING (144.972379907 -37.805560322999952,144.97316515700004 -37.805640645999972)",10086825,12493427,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493829,12493832,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97146837900004 -37.80566223,144.97134324400008 -37.805669083999987,144.97119689500005 -37.805621501999951)",10086826,12493428,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493833,12493830,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97338454500004 -37.806765925999969,144.97356899800002 -37.805679667999982)",10086827,12493429,road,0,NICHOLSON STREET,Nicholson St,NICHOLSON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,FITZROY,2,B,,,0.0,,,,1,DS,,2308629,12493834,1487,2003/01/07,5671728,2003/01/07
"LINESTRING (144.97305277500004 -37.8058729,144.973064464 -37.805860936999977,144.973148616 -37.80569116099997,144.97316515700004 -37.805640645999972)",10086830,12493432,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493835,12493832,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97031409300007 -37.80624783899998,144.97119689500005 -37.805621501999951)",10086831,12493433,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493836,12493830,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97213278100003 -37.806443351999974,144.972219935 -37.806423153999958,144.97258815300006 -37.806249253999965,144.97283075000007 -37.80610022799999,144.97305277500004 -37.8058729)",10086833,12493435,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493837,12493835,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.971310539 -37.806594734999976,144.97171793000007 -37.806504622999967,144.97200273100009 -37.806473487,144.97213278100003 -37.806443351999974)",10086835,12493437,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493838,12493837,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.971310539 -37.806594734999976,144.97146837900004 -37.80566223)",10086836,12493438,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493838,12493833,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.971063147 -37.806649456,144.971310539 -37.806594734999976)",10086837,12493439,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493839,12493838,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97087096200005 -37.80669196499997,144.971063147 -37.806649456)",10086839,12493441,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493840,12493839,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97031409300007 -37.80624783899998,144.97069541899998 -37.806514044999972,144.97083955800008 -37.806642698999951,144.97087096200005 -37.80669196499997)",10086840,12493442,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493836,12493840,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97101380399999 -37.806916052999952,144.971063147 -37.806649456)",10086842,12493444,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493841,12493839,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97124617500003 -37.806946489999973,144.971310539 -37.806594734999976)",10086843,12493445,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493842,12493838,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97101380399999 -37.806916052999952,144.97124617500003 -37.806946489999973)",10086844,12493446,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493841,12493842,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.96950049100008 -37.80699101099998,144.96955789700007 -37.806990096999982,144.96979754100005 -37.806949170999985,144.97073515300008 -37.806722006999962,144.97087096200005 -37.80669196499997)",10086846,12493448,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493843,12493840,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.96927406700001 -37.807001467999953,144.96950049100008 -37.80699101099998)",10086847,12493449,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493844,12493843,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.96927406700001 -37.807001467999953,144.970142818 -37.806369351,144.97031409300007 -37.80624783899998)",10086848,12493450,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493844,12493836,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.96969014800004 -37.805528976,144.969669608 -37.805577148,144.96955516800006 -37.805845528999953,144.96947027 -37.806042332,144.96937451100007 -37.806220914999983,144.96934809900006 -37.806355635999978,144.96934341899998 -37.806526781,144.96934983000006 -37.806707127999971,144.96935748600004 -37.806842451999955,144.96928615600007 -37.806958375999955,144.96927406700001 -37.807001467999953)",10086849,12493451,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493828,12493844,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97124617500003 -37.806946489999973,144.971404753 -37.80715709399999,144.97154987300007 -37.807249724999963,144.97170759400001 -37.807297496999979,144.97191120000002 -37.807328034999955,144.97216072700007 -37.807341346999976,144.97233102400003 -37.807344279,144.97254698900008 -37.807338985,144.972695069 -37.807323512999972,144.97277405600005 -37.807342893,144.972884077 -37.80737116499995)",10086852,12493454,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493842,12493845,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97305277500004 -37.8058729,144.97305163600004 -37.805914788,144.97304399500001 -37.806194025999957,144.97303685000008 -37.806455245,144.973044018 -37.80660857099997,144.97299220700006 -37.80684198299997,144.97295519300008 -37.806949492,144.97291891500004 -37.807029969999974,144.97289153100007 -37.80720072299999,144.97288684700004 -37.807371867999962,144.972884077 -37.80737116499995)",10086853,12493455,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493835,12493845,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97111910299998 -37.805421577,144.97112408200007 -37.80537693299999,144.97121761300002 -37.80527941299999,144.97136643800002 -37.805236912,144.97142319500006 -37.805237888999955,144.97153574100003 -37.805275876,144.97162483800003 -37.805340498999954,144.97165482600008 -37.805438563,144.97164921000001 -37.805485575999967)",10086854,12493456,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493826,12493827,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97152588400002 -37.805636185999958,144.97146837900004 -37.80566223)",10086855,12493457,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493831,12493833,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97231931200008 -37.801004261,144.97421494600007 -37.80120287799997,144.97425307499998 -37.801209508999989)",10086868,12493470,road,0,CARLTON STREET,Carlton St,CARLTON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2305816,12493810,257,2003/01/07,5668596,2003/01/07
"LINESTRING (144.97425307499998 -37.801209508999989,144.97432515399998 -37.801222038999981)",10086869,12493471,road,0,CARLTON STREET,Carlton St,CARLTON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,12493810,2305920,257,2003/01/07,5668596,2003/01/07
"LINESTRING (144.97425307499998 -37.801209508999989,144.97410887299998 -37.801309912999955,144.97409948000006 -37.801315533999968,144.973727844 -37.801537659999951,144.97272046000001 -37.80201343799996)",10086870,12493472,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493810,12493813,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.968846407 -37.807294383,144.969099777 -37.807128284999976,144.96927406700001 -37.807001467999953)",10086871,12493473,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,2308899,12493844,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97863756800007 -37.810165238999957,144.97928226 -37.810266408999951,144.97984797200002 -37.810348208999983,144.98004275699998 -37.810368765999954)",10086875,12493477,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493849,12493852,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98070986200003 -37.810416538999959,144.98076786500008 -37.81035497299996,144.98084808400006 -37.810329315999979,144.9808935 -37.81033008899999)",10086876,12493478,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493853,12493851,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98004275699998 -37.810368765999954,144.98015378900004 -37.810380497999972,144.98066403799999 -37.810413575999974,144.98070986200003 -37.810416538999959)",10086877,12493479,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493852,12493853,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.9808935 -37.81033008899999,144.98097248099998 -37.810349465,144.98103913099999 -37.810404679999976,144.98104876800005 -37.810467922999976)",10086878,12493480,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493851,12493854,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98081850400001 -37.81058113399996,144.98078492700006 -37.810562532,144.98071803599998 -37.81051632599997,144.98070938500007 -37.81041705199999,144.98070986200003 -37.810416538999959)",10086881,12493483,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493857,12493853,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98164534099999 -37.810548520999987,144.98165990000007 -37.810550495999962,144.98202198600006 -37.810601772999973,144.98250971900006 -37.810628153999971,144.98314576600001 -37.810630038)",10086884,12493486,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493856,12493858,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97356899800002 -37.805679667999982,144.97361959099999 -37.805381689)",10086828,12493430,road,0,NICHOLSON STREET,Nicholson St,NICHOLSON,STREET,,,,,,,,,,,,,,,,,,,,,,,CARLTON,FITZROY,2,B,,,0.0,,,,1,DS,,12493834,2308023,1487,2003/01/07,5671728,2003/01/07
"LINESTRING (144.971063147 -37.806649456,144.97119689500005 -37.805621501999951)",10086838,12493440,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,11,B,,,0.0,,,,2,ND,,12493839,12493830,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.95458962400005 -37.811287003999951,144.95455586700007 -37.811425574999987,144.95438672300008 -37.811792111999978,144.95417540200003 -37.812040771999989,144.954073182 -37.812201211,144.95392142700007 -37.81246620099995)",10087205,12494613,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,WEST MELBOURNE,WEST MELBOURNE,11,B,,,0.0,,,,2,ND,,12494655,2311344,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.96353111899998 -37.805906630999971,144.963570731 -37.805666740999982)",5671313,1382358,road,0,CARDIGAN TERRACE,Cardigan Tce,CARDIGAN,TERRACE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2308265,2308149,257,2000/12/17,0,2000/12/17
"LINESTRING (144.97853695499998 -37.81093851899999,144.97869786600006 -37.81086918799997,144.97883632800006 -37.81079045599995,144.97904340000002 -37.810694877,144.97915749000003 -37.810653810999952)",10086888,12493490,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493860,12493859,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97831853600007 -37.811033904999988,144.97835431700003 -37.810971435999988,144.978423421 -37.810936569999967,144.97853695499998 -37.81093851899999)",10086889,12493491,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493861,12493860,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97831853600007 -37.811033904999988,144.97829393799998 -37.811032324,144.97813114600001 -37.811004218999983)",10086890,12493492,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493861,2310630,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97846244499999 -37.811171540999965,144.97840567200001 -37.811170576,144.97832817100004 -37.811097147999988,144.97831853600007 -37.811033904999988)",10086891,12493493,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493862,12493861,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97853695499998 -37.81093851899999,144.97862582400001 -37.811012137999967,144.97863544799998 -37.811075380999966,144.97859966800002 -37.811137849999966,144.97853056300005 -37.811172715999987,144.97846244499999 -37.811171540999965)",10086892,12493494,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493860,12493862,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97915749000003 -37.810653810999952,144.97941314800005 -37.810881467,144.97991498300007 -37.811223501999962,144.980091496 -37.811378341999955)",10086894,12493496,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493859,12493864,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.980091496 -37.811378341999955,144.98004722799999 -37.811372621999965,144.97846244499999 -37.811171540999965)",10086895,12493497,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493864,12493862,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98081850400001 -37.81058113399996,144.98073000400007 -37.811327584999958,144.98071201800008 -37.81144709099999)",10086898,12493500,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493857,12493866,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.980091496 -37.811378341999955,144.98010357700002 -37.811388939999972,144.98071201800008 -37.81144709099999)",10086899,12493501,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493864,12493866,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98071201800008 -37.81144709099999,144.98090797600003 -37.811465817999988,144.98131587099999 -37.811509508999961)",10086901,12493503,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493866,12493867,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97850311000002 -37.81158421799995,144.97847581600001 -37.811514222999961,144.97846839600004 -37.811369907999961,144.97846244499999 -37.811171540999965)",10086903,12493505,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493869,12493862,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98131587099999 -37.811509508999961,144.98157694700001 -37.812705472)",10086911,12493513,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493867,12493873,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97774648699999 -37.81324866,144.97775824200005 -37.813250193999977,144.97792121200007 -37.81326769399999,144.97811791200002 -37.813288831999955)",10086918,12493520,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493878,12493879,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.96760014100005 -37.799128906999954,144.96766538200006 -37.798716361)",5667270,12312358,road,0,DEL MONACO LANE,Del Monaco Lane,DEL MONACO,LANE,,,,,,,,,,,,,,,,,,,,,,,CARLTON,CARLTON,5,B,,,0.0,,,,1,U,,2304783,2304595,2915,2000/12/17,0,2002/05/24
"LINESTRING (144.96169815200005 -37.81304533499997,144.96158583600004 -37.813079104999986,144.96179398499999 -37.813535701999967)",5675491,1386556,road,0,WARBURTON ALLEY,Warburton Ally,WARBURTON,ALLEY,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,5,B,,,0.0,,,,1,U,,2311635,2311873,260,2000/12/17,0,2000/12/17
"LINESTRING (144.98006244200008 -37.813497698999981,144.98004856500006 -37.813406631999953,144.97985008800003 -37.813186943,144.97856074900005 -37.811731965999968,144.97850311000002 -37.81158421799995)",10086921,12493523,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493881,12493869,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98006244200008 -37.813497698999981,144.97811791200002 -37.813288831999955)",10086922,12493524,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493881,12493879,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98032031600007 -37.813420407999956,144.98028963600007 -37.8135221)",10086923,12493525,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493880,12493882,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98062806000007 -37.81355903299999,144.98045386800004 -37.813539749999961,144.98028963600007 -37.8135221)",10086926,12493528,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493883,12493882,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.97513254500006 -37.813598934999959,144.97518193100007 -37.813583032999986,144.97570909600006 -37.813413266,144.97627012400005 -37.813251675,144.97656753500007 -37.813175688,144.97667046100003 -37.813150416999974,144.97748648600009 -37.813218490999986)",10086927,12493529,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493884,12493877,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.98180098900002 -37.813688942999988,144.98062806000007 -37.81355903299999)",10086929,12493531,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,11,B,,,0.0,,,,2,ND,,12493886,12493883,4991,2003/01/07,0,2003/01/07
"LINESTRING (144.974106302 -37.813647533999983,144.97419670200009 -37.813622396999961)",10086930,12493532,road,0,TREASURY PLACE,Treasury Pl,TREASURY,PLACE,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,5,B,,,0.0,,,,1,U,,2311921,12493885,281,2003/01/07,5675544,2003/01/07
"LINESTRING (144.97419670200009 -37.813622396999961,144.97427362100007 -37.813601014999961,144.97432797 -37.813584970999955)",10086931,12493533,road,0,TREASURY PLACE,Treasury Pl,TREASURY,PLACE,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,5,B,,,0.0,,,,1,U,,12493885,2311897,281,2003/01/07,5675544,2003/01/07
"LINESTRING (144.969196076 -37.809135572,144.96965573099999 -37.810127461999969)",5673624,12498244,road,0,EXHIBITION STREET,Exhibition St,EXHIBITION,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,DS,,2309757,2310225,1328,2000/12/17,0,2003/01/08
"LINESTRING (144.97208526100007 -37.815369143,144.97221734599998 -37.81565426899999)",5676712,12498245,road,0,EXHIBITION STREET,Exhibition St,EXHIBITION,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,DS,,2312791,2312934,1328,2000/12/17,0,2003/01/08
"LINESTRING (144.97221734599998 -37.81565426899999,144.97238198000002 -37.816009644999951)",5676911,12498246,road,0,EXHIBITION STREET,Exhibition St,EXHIBITION,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,DS,,2312934,2313108,1328,2000/12/17,0,2003/01/08
"LINESTRING (144.96965573099999 -37.810127461999969,144.97010842000009 -37.811104265999973)",5674139,12498247,road,0,EXHIBITION STREET,Exhibition St,EXHIBITION,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,DS,,2310225,2310680,1328,2000/12/17,0,2003/01/08
"LINESTRING (144.97010842000009 -37.811104265999973,144.97039837600005 -37.811729923999962)",5674452,12498248,road,0,EXHIBITION STREET,Exhibition St,EXHIBITION,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,DS,,2310680,2310960,1328,2000/12/17,0,2003/01/08
"LINESTRING (144.97839317600005 -37.809475204999956,144.97887737200006 -37.80952877499999,144.97890704600002 -37.809369699,144.97898050900005 -37.809337869999979,144.97925258100008 -37.80936890299995,144.97915634100002 -37.809920274999968)",10024423,12414207,road,0,PROVIDENCE LANE,Providence Lane,PROVIDENCE,LANE,,,,,,,,,,,,,,,,,,,,,,,EAST MELBOURNE,EAST MELBOURNE,5,B,,,0.0,,,,1,U,,12323823,12323824,4977,2002/06/25,0,2002/10/21
"LINESTRING (144.96844300800001 -37.813550220999957,144.96855016799998 -37.813784077999969)",5675620,1386686,road,0,RUSSELL STREET,Russell St,RUSSELL,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,4,B,,,0.0,,,,1,DS,,2311881,2311985,1330,2000/12/17,0,2000/12/17
"LINESTRING (144.95581264100008 -37.821929707999971,144.95585461899998 -37.821973845,144.95597664800005 -37.822102129999962,144.95621188000007 -37.822223363999967,144.95635899500007 -37.822243942999989,144.95654216900004 -37.822193048999964,144.95707172100003 -37.821940913999981,144.95747586300001 -37.821704616999966,144.95753462599998 -37.82163354,144.95760573300004 -37.821526633999952,144.95759711100004 -37.82142735799999,144.95757813800003 -37.821354929,144.95756609 -37.821308956)",10087429,12496524,road,0,UNNAMED,Unnamed,UNNAMED,,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,11,B,,,0.0,,,,2,ND,,12497899,12497889,4991,2003/01/08,0,2003/01/08
"LINESTRING (144.95548643100005 -37.82197925,144.955357553 -37.821698927999989)",10087434,12496529,road,0,SPENCER STREET,Spencer St,SPENCER,STREET,,,,,,,,,,,,,,,,,,,,,,,DOCKLANDS,MELBOURNE,2,B,,,0.0,,,,1,ND,,12497900,2315675,2431,2003/01/08,5680177,2003/01/08
"LINESTRING (144.97056377600006 -37.812086808,144.97039837600005 -37.811729923999962)",5674668,12498249,road,0,EXHIBITION STREET,Exhibition St,EXHIBITION,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,DS,,2311145,2310960,1328,2000/12/17,0,2003/01/08
"LINESTRING (144.96847717100002 -37.807589077999978,144.96831248199999 -37.80723718199999)",5672267,12498250,road,0,EXHIBITION STREET,Exhibition St,EXHIBITION,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,F,,,0.0,,,,1,U,,2309062,2308875,1215,2000/12/17,0,2003/01/08
"LINESTRING (144.97147278600005 -37.814047018999986,144.97101393399998 -37.813058119)",5675770,12498251,road,0,EXHIBITION STREET,Exhibition St,EXHIBITION,STREET,,,,,,,,,,,,,,,,,,,,,,,MELBOURNE,MELBOURNE,3,B,,,0.0,,,,1,DS,,2312124,2311640,1328,2000/12/17,0,2003/01/08
